1.504675302326877739e-01	6.386593913266072065e-01
5.931839277306329983e-01	6.187594273634786646e-01
8.229298943366936125e-01	6.113789219619888415e-01
3.309333642865015523e+00	5.933791242373214203e-01
2.589683742770401143e-01	6.330608247806003286e-01
1.156798373370603733e-02	6.457979577641473901e-01
5.841378938057792958e-01	6.174982341164054755e-01
3.571181682552174164e-01	6.272207287193715119e-01
5.687339358676558598e-01	6.129407112788340939e-01
4.640005389618467313e-01	6.206381014227827508e-01
1.205568132700634287e-01	6.415396023726811503e-01
2.677590771230397779e-02	6.471384044041752492e-01
3.204718497975449054e+00	5.902989169488259691e-01
1.251976406784694351e+00	6.002592111424134291e-01
9.547937781283374337e-01	6.080402574052532483e-01
3.821705956661979986e+00	5.987992655404419384e-01
3.247951695575831965e-01	6.314606048590649667e-01
6.603679282780151871e-02	6.432994106494325237e-01
8.341349097436947038e-03	6.456199693226208902e-01
2.827034840862914677e+00	5.931788316083181911e-01
6.262255955145790143e-01	6.131209960709037565e-01
8.757841391947623899e-02	6.418011571860986475e-01
1.622565469676144456e+00	5.963804089023829746e-01
1.227281617593032115e+00	6.011595713335280422e-01
7.074860340285087368e-01	6.173427125319298492e-01
4.374792467010218400e-01	6.284209679171619545e-01
3.635923244623215367e-01	6.268583049034832655e-01
4.530459316214340282e-01	6.202392688727409453e-01
3.370866911548778821e-01	6.282599459659287122e-01
3.380618126434535409e+00	5.945999427942935123e-01
5.342021194232683401e-01	6.224395384571439482e-01
3.528032521700437130e-01	6.307792069568000093e-01
4.474774332982667940e-02	6.448800091781917709e-01
4.121677375446749503e-01	6.215005741906277636e-01
4.945460627844388002e-01	6.249807620711085310e-01
2.220511507950903241e+00	5.912199628854567512e-01
3.342653617739051453e-01	6.345417531985640958e-01
2.717355639341975659e-02	6.477988419460208869e-01
4.106129447328022986e-01	6.289591397904238379e-01
7.333490173754374508e-01	6.086776512346790957e-01
6.238750159220867175e-01	6.127801263893424277e-01
2.019219968409587729e+00	5.953007553775986338e-01
1.515705881076575778e+00	5.903790387462767297e-01
3.277343083223501208e-01	6.238386984172172856e-01
2.329504501006520734e+00	5.902609453751950230e-01
1.431468341922346621e+00	5.970201834805463070e-01
1.223361841418898477e+00	6.004792992968385201e-01
1.416744010043026636e+00	5.994192952986071576e-01
4.587513151397230177e-02	6.450012445193412658e-01
4.718369877145467961e-01	6.264186218360895397e-01
3.651655239589534641e-01	6.269199590188946347e-01
2.048270930371920429e-01	6.374194270033337606e-01
3.340667671208793488e-01	6.281210216755271913e-01
4.268040684871020063e-01	6.294008613488661918e-01
9.582295537753466874e-01	6.094788565979261108e-01
1.221356510837550369e+00	5.992193159590392115e-01
6.314813881529343087e-01	6.176383462338265184e-01
1.890925427940372706e-03	6.517798011715372208e-01
2.892145190961947776e+00	5.904611544624402963e-01
7.176019441838300539e-01	6.169602865886838483e-01
2.260209654866237317e-01	6.275209665007228654e-01
1.253819601292297747e+00	5.993801134894409799e-01
4.461119307841600046e-01	6.238392869113358330e-01
5.418606272984729522e-01	6.194789592862127714e-01
4.079307309137494147e-02	6.428594811009128440e-01
8.062229327567524417e-02	6.403994153966999781e-01
3.532306380500828125e-01	6.307796382023036497e-01
4.151612685335945296e-01	6.290208328783946090e-01
3.970189748403165630e-01	6.249395698764368401e-01
1.094889785806194976e-01	6.431600604717445657e-01
7.328888009440227558e-01	6.158987198325405199e-01
6.480868236175352237e-01	6.207017099133899096e-01
3.035750928341647559e-02	6.435408509854744219e-01
1.445119486049968760e+00	6.002819020124692262e-01
3.162674187633974371e-02	6.473397778433002125e-01
1.332939633906055077e+00	5.967818014567404239e-01
8.281646234501077730e-01	6.110420063623401843e-01
5.783978080295245405e+00	6.166001873982863701e-01
7.088054704866766365e-01	6.105202191642019605e-01
4.337604187334868300e+00	6.018991729197432639e-01
2.786559662619823019e-01	6.284394642098222183e-01
1.301214367402916849e+00	5.977811089263734834e-01
1.873299414357152859e+00	5.933400941522853911e-01
1.082284406724637327e+00	6.011396417805235926e-01
4.164223925175953855e-01	6.227998841851354328e-01
8.031775810486654343e-01	6.166391895440475057e-01
1.320730718191710729e+00	5.975402286777429239e-01
1.475047904672553090e+00	5.956209395395168915e-01
4.460972578246578668e-01	6.231794929076829304e-01
2.433930305016827056e-01	6.327799173009177602e-01
4.230332584282790798e+00	6.008407203888950221e-01
2.909334147545171168e-01	6.319591972167082350e-01
2.394756333146237814e+00	5.901017104113402967e-01
1.472059586453805524e+00	5.974592954241073617e-01
3.263651239166935891e-01	6.282608254068465792e-01
2.533756138168862665e-02	6.458585866436857836e-01
1.771858008795001438e-01	6.358802729132788656e-01
3.546967310480458324e-01	6.277396261193207705e-01
2.431463558065541097e-01	6.352383645537591494e-01
2.121948004339245519e-01	6.370196423250841233e-01
